out,in_time,in_gap_0,in_ordersAsDest_0,in_lv1_0,in_lv2_0,in_lv3_0,in_lv4_0,in_weather_0,in_temperature_0,in_pm25_0,in_area_0,in_totalOrders_0,in_poiCount,in_area_1,in_totalOrders_1,in_gap_1,in_ordersAsDest_1,in_lv1_1,in_lv2_1,in_lv3_1,in_lv4_1,in_weather_1,in_temperature_1,in_pm25_1,in_area_2,in_totalOrders_2,in_gap_2,in_ordersAsDest_2,in_lv1_2,in_lv2_2,in_lv3_2,in_lv4_2,in_weather_2,in_temperature_2,in_pm25_2
0,135,0,1,16,0,0,0,2,1,53,15,0,14442,15,0,0,1,8,0,0,0,2,1,53,15,0,0,0,12,0,0,0,2,1,53
0,136,0,1,15,4,0,0,2,1,53,15,0,14442,15,0,0,1,16,0,0,0,2,1,53,15,0,0,1,8,0,0,0,2,1,53
0,137,0,1,18,0,0,0,2,1,58,15,0,14442,15,0,0,1,15,4,0,0,2,1,53,15,0,0,1,16,0,0,0,2,1,53
0,138,0,0,15,0,0,0,2,1,58,15,0,14442,15,0,0,1,18,0,0,0,2,1,58,15,0,0,1,15,4,0,0,2,1,53
0,139,0,0,4,0,0,0,2,1,58,15,0,14442,15,0,0,0,15,0,0,0,2,1,58,15,0,0,1,18,0,0,0,2,1,58
0,140,0,0,8,0,0,0,2,1,58,15,0,14442,15,0,0,0,4,0,0,0,2,1,58,15,0,0,0,15,0,0,0,2,1,58
0,141,0,0,13,0,0,0,2,1,58,15,0,14442,15,0,0,0,8,0,0,0,2,1,58,15,0,0,0,4,0,0,0,2,1,58
0,142,0,0,8,0,0,0,2,1,58,15,0,14442,15,0,0,0,13,0,0,0,2,1,58,15,0,0,0,8,0,0,0,2,1,58
0,143,0,0,9,0,0,0,2,1,58,15,0,14442,15,0,0,0,8,0,0,0,2,1,58,15,0,0,0,13,0,0,0,2,1,58
0,144,0,0,16,0,0,0,2,1,59,15,0,14442,15,0,0,0,9,0,0,0,2,1,58,15,0,0,0,8,0,0,0,2,1,58
0,120,0,12,372,50,13,21,4,1,48,16,10,82170,16,11,0,6,336,53,15,13,4,2,44,16,11,1,10,356,44,17,19,4,1,44
1,121,0,9,363,50,12,6,4,1,48,16,6,82170,16,10,0,12,372,50,13,21,4,1,48,16,11,0,6,336,53,15,13,4,2,44
0,122,1,20,387,41,21,18,4,1,48,16,9,82170,16,6,0,9,363,50,12,6,4,1,48,16,10,0,12,372,50,13,21,4,1,48
1,123,0,18,351,78,20,7,4,1,48,16,5,82170,16,9,1,20,387,41,21,18,4,1,48,16,6,0,9,363,50,12,6,4,1,48
0,124,1,6,373,56,18,19,2,1,48,16,9,82170,16,5,0,18,351,78,20,7,4,1,48,16,9,1,20,387,41,21,18,4,1,48
0,125,0,13,348,48,14,21,2,1,48,16,5,82170,16,9,1,6,373,56,18,19,2,1,48,16,5,0,18,351,78,20,7,4,1,48
0,126,0,9,349,41,11,16,2,1,53,16,7,82170,16,5,0,13,348,48,14,21,2,1,48,16,9,1,6,373,56,18,19,2,1,48
2,127,0,10,339,52,31,9,2,1,53,16,8,82170,16,7,0,9,349,41,11,16,2,1,53,16,5,0,13,348,48,14,21,2,1,48
0,128,2,11,325,46,23,17,2,1,53,16,8,82170,16,8,0,10,339,52,31,9,2,1,53,16,7,0,9,349,41,11,16,2,1,53
0,129,0,15,382,57,20,13,2,1,53,16,2,82170,16,8,2,11,325,46,23,17,2,1,53,16,8,0,10,339,52,31,9,2,1,53
0,130,0,13,342,40,18,8,2,1,53,16,4,82170,16,2,0,15,382,57,20,13,2,1,53,16,8,2,11,325,46,23,17,2,1,53
0,131,0,12,351,56,12,14,2,1,53,16,10,82170,16,4,0,13,342,40,18,8,2,1,53,16,2,0,15,382,57,20,13,2,1,53
0,132,0,8,351,45,14,12,2,1,53,16,10,82170,16,10,0,12,351,56,12,14,2,1,53,16,4,0,13,342,40,18,8,2,1,53
0,133,0,9,357,52,16,26,2,1,53,16,4,82170,16,10,0,8,351,45,14,12,2,1,53,16,10,0,12,351,56,12,14,2,1,53
1,134,0,10,341,53,13,11,2,1,53,16,5,82170,16,4,0,9,357,52,16,26,2,1,53,16,10,0,8,351,45,14,12,2,1,53
0,135,1,4,333,38,11,11,2,1,53,16,3,82170,16,5,0,10,341,53,13,11,2,1,53,16,4,0,9,357,52,16,26,2,1,53
0,136,0,5,351,64,8,16,2,1,53,16,3,82170,16,3,1,4,333,38,11,11,2,1,53,16,5,0,10,341,53,13,11,2,1,53
0,137,0,7,361,46,9,9,2,1,58,16,1,82170,16,3,0,5,351,64,8,16,2,1,53,16,3,1,4,333,38,11,11,2,1,53
0,138,0,3,331,39,12,18,2,1,58,16,5,82170,16,1,0,7,361,46,9,9,2,1,58,16,3,0,5,351,64,8,16,2,1,53
1,139,0,6,318,31,15,16,2,1,58,16,4,82170,16,5,0,3,331,39,12,18,2,1,58,16,1,0,7,361,46,9,9,2,1,58
0,140,1,4,294,44,16,20,2,1,58,16,9,82170,16,4,0,6,318,31,15,16,2,1,58,16,5,0,3,331,39,12,18,2,1,58
0,141,0,5,324,36,19,16,2,1,58,16,3,82170,16,9,1,4,294,44,16,20,2,1,58,16,4,0,6,318,31,15,16,2,1,58
0,142,0,5,342,43,11,7,2,1,58,16,3,82170,16,3,0,5,324,36,19,16,2,1,58,16,9,1,4,294,44,16,20,2,1,58
0,143,0,0,323,34,18,9,2,1,58,16,2,82170,16,3,0,5,342,43,11,7,2,1,58,16,3,0,5,324,36,19,16,2,1,58
0,144,0,3,299,41,12,2,2,1,59,16,4,82170,16,2,0,0,323,34,18,9,2,1,58,16,3,0,5,342,43,11,7,2,1,58
0,120,0,7,346,41,16,6,4,1,48,17,3,121844,17,7,0,5,339,63,13,5,4,2,44,17,6,0,4,350,28,19,14,4,1,44
0,121,0,4,371,17,17,9,4,1,48,17,5,121844,17,3,0,7,346,41,16,6,4,1,48,17,7,0,5,339,63,13,5,4,2,44
0,122,0,3,363,47,18,2,4,1,48,17,2,121844,17,5,0,4,371,17,17,9,4,1,48,17,3,0,7,346,41,16,6,4,1,48
0,123,0,6,345,48,21,12,4,1,48,17,2,121844,17,2,0,3,363,47,18,2,4,1,48,17,5,0,4,371,17,17,9,4,1,48
1,124,0,6,355,29,8,7,2,1,48,17,4,121844,17,2,0,6,345,48,21,12,4,1,48,17,2,0,3,363,47,18,2,4,1,48
0,125,1,9,344,23,9,4,2,1,48,17,3,121844,17,4,0,6,355,29,8,7,2,1,48,17,2,0,6,345,48,21,12,4,1,48
1,126,0,6,376,35,17,6,2,1,53,17,4,121844,17,3,1,9,344,23,9,4,2,1,48,17,4,0,6,355,29,8,7,2,1,48
0,127,1,5,421,22,5,7,2,1,53,17,4,121844,17,4,0,6,376,35,17,6,2,1,53,17,3,1,9,344,23,9,4,2,1,48
0,128,0,10,325,31,12,6,2,1,53,17,0,121844,17,4,1,5,421,22,5,7,2,1,53,17,4,0,6,376,35,17,6,2,1,53
0,129,0,2,409,31,16,5,2,1,53,17,9,121844,17,0,0,10,325,31,12,6,2,1,53,17,4,1,5,421,22,5,7,2,1,53
0,130,0,4,350,27,15,7,2,1,53,17,6,121844,17,9,0,2,409,31,16,5,2,1,53,17,0,0,10,325,31,12,6,2,1,53
3,131,0,6,311,34,9,11,2,1,53,17,10,121844,17,6,0,4,350,27,15,7,2,1,53,17,9,0,2,409,31,16,5,2,1,53
1,132,3,3,384,34,19,13,2,1,53,17,5,121844,17,10,0,6,311,34,9,11,2,1,53,17,6,0,4,350,27,15,7,2,1,53
0,133,1,3,340,35,8,2,2,1,53,17,4,121844,17,5,3,3,384,34,19,13,2,1,53,17,10,0,6,311,34,9,11,2,1,53
0,134,0,3,355,29,10,12,2,1,53,17,3,121844,17,4,1,3,340,35,8,2,2,1,53,17,5,3,3,384,34,19,13,2,1,53
1,135,0,2,285,13,6,8,2,1,53,17,3,121844,17,3,0,3,355,29,10,12,2,1,53,17,4,1,3,340,35,8,2,2,1,53
0,136,1,3,339,43,8,5,2,1,53,17,4,121844,17,3,0,2,285,13,6,8,2,1,53,17,3,0,3,355,29,10,12,2,1,53
0,137,0,1,299,26,3,1,2,1,58,17,1,121844,17,4,1,3,339,43,8,5,2,1,53,17,3,0,2,285,13,6,8,2,1,53
1,138,0,3,324,18,7,3,2,1,58,17,2,121844,17,1,0,1,299,26,3,1,2,1,58,17,4,1,3,339,43,8,5,2,1,53
0,139,1,6,299,9,10,5,2,1,58,17,5,121844,17,2,0,3,324,18,7,3,2,1,58,17,1,0,1,299,26,3,1,2,1,58
0,140,0,1,295,16,8,0,2,1,58,17,1,121844,17,5,1,6,299,9,10,5,2,1,58,17,2,0,3,324,18,7,3,2,1,58
0,141,0,0,300,11,3,2,2,1,58,17,2,121844,17,1,0,1,295,16,8,0,2,1,58,17,5,1,6,299,9,10,5,2,1,58
0,142,0,1,332,15,7,4,2,1,58,17,4,121844,17,2,0,0,300,11,3,2,2,1,58,17,1,0,1,295,16,8,0,2,1,58
0,143,0,0,307,10,6,6,2,1,58,17,2,121844,17,4,0,1,332,15,7,4,2,1,58,17,2,0,0,300,11,3,2,2,1,58
1,144,0,3,249,20,10,5,2,1,59,17,0,121844,17,2,0,0,307,10,6,6,2,1,58,17,4,0,1,332,15,7,4,2,1,58
1,120,0,3,468,81,22,30,4,1,48,18,5,126907,18,13,1,6,513,90,32,28,4,2,44,18,8,0,6,501,94,26,22,4,1,44
1,121,1,3,544,107,27,28,4,1,48,18,9,126907,18,5,0,3,468,81,22,30,4,1,48,18,13,1,6,513,90,32,28,4,2,44
1,122,1,5,489,53,30,21,4,1,48,18,8,126907,18,9,1,3,544,107,27,28,4,1,48,18,5,0,3,468,81,22,30,4,1,48
0,123,1,8,501,57,16,20,4,1,48,18,5,126907,18,8,1,5,489,53,30,21,4,1,48,18,9,1,3,544,107,27,28,4,1,48
0,124,0,1,471,78,22,24,2,1,48,18,5,126907,18,5,1,8,501,57,16,20,4,1,48,18,8,1,5,489,53,30,21,4,1,48
1,125,0,9,489,75,33,18,2,1,48,18,6,126907,18,5,0,1,471,78,22,24,2,1,48,18,5,1,8,501,57,16,20,4,1,48
3,126,1,7,468,62,21,21,2,1,53,18,7,126907,18,6,0,9,489,75,33,18,2,1,48,18,5,0,1,471,78,22,24,2,1,48
7,127,3,13,467,66,23,27,2,1,53,18,5,126907,18,7,1,7,468,62,21,21,2,1,53,18,6,0,9,489,75,33,18,2,1,48
0,128,7,6,437,56,16,19,2,1,53,18,11,126907,18,5,3,13,467,66,23,27,2,1,53,18,7,1,7,468,62,21,21,2,1,53
0,129,0,9,446,56,27,18,2,1,53,18,4,126907,18,11,7,6,437,56,16,19,2,1,53,18,5,3,13,467,66,23,27,2,1,53
0,130,0,10,496,76,22,21,2,1,53,18,7,126907,18,4,0,9,446,56,27,18,2,1,53,18,11,7,6,437,56,16,19,2,1,53
1,131,0,10,504,54,29,10,2,1,53,18,1,126907,18,7,0,10,496,76,22,21,2,1,53,18,4,0,9,446,56,27,18,2,1,53
1,132,1,8,438,64,11,11,2,1,53,18,5,126907,18,1,0,10,504,54,29,10,2,1,53,18,7,0,10,496,76,22,21,2,1,53
0,133,1,8,486,70,17,27,2,1,53,18,7,126907,18,5,1,8,438,64,11,11,2,1,53,18,1,0,10,504,54,29,10,2,1,53
0,134,0,8,475,49,35,24,2,1,53,18,10,126907,18,7,1,8,486,70,17,27,2,1,53,18,5,1,8,438,64,11,11,2,1,53
6,135,0,4,499,82,26,28,2,1,53,18,7,126907,18,10,0,8,475,49,35,24,2,1,53,18,7,1,8,486,70,17,27,2,1,53
0,136,6,0,470,48,11,13,2,1,53,18,10,126907,18,7,0,4,499,82,26,28,2,1,53,18,10,0,8,475,49,35,24,2,1,53
2,137,0,5,480,60,26,13,2,1,58,18,2,126907,18,10,6,0,470,48,11,13,2,1,53,18,7,0,4,499,82,26,28,2,1,53
0,138,2,1,428,43,24,18,2,1,58,18,4,126907,18,2,0,5,480,60,26,13,2,1,58,18,10,6,0,470,48,11,13,2,1,53
0,139,0,4,437,51,26,5,2,1,58,18,4,126907,18,4,2,1,428,43,24,18,2,1,58,18,2,0,5,480,60,26,13,2,1,58
0,140,0,1,433,61,14,10,2,1,58,18,1,126907,18,4,0,4,437,51,26,5,2,1,58,18,4,2,1,428,43,24,18,2,1,58
0,141,0,2,381,60,12,5,2,1,58,18,2,126907,18,1,0,1,433,61,14,10,2,1,58,18,4,0,4,437,51,26,5,2,1,58
2,142,0,2,395,53,12,10,2,1,58,18,7,126907,18,2,0,2,381,60,12,5,2,1,58,18,1,0,1,433,61,14,10,2,1,58
0,143,2,0,410,53,12,17,2,1,58,18,4,126907,18,7,0,2,395,53,12,10,2,1,58,18,2,0,2,381,60,12,5,2,1,58
1,144,0,1,413,48,24,13,2,1,59,18,1,126907,18,4,2,0,410,53,12,17,2,1,58,18,7,0,2,395,53,12,10,2,1,58
3,120,4,40,1143,161,51,39,4,1,48,19,55,232068,19,53,0,49,1106,204,69,64,4,2,44,19,56,1,42,1186,169,72,40,4,1,44
1,121,3,26,1131,119,50,30,4,1,48,19,68,232068,19,55,4,40,1143,161,51,39,4,1,48,19,53,0,49,1106,204,69,64,4,2,44
3,122,1,42,1134,176,49,35,4,1,48,19,79,232068,19,68,3,26,1131,119,50,30,4,1,48,19,55,4,40,1143,161,51,39,4,1,48
2,123,3,53,1131,165,52,71,4,1,48,19,75,232068,19,79,1,42,1134,176,49,35,4,1,48,19,68,3,26,1131,119,50,30,4,1,48
3,124,2,50,1138,152,45,34,2,1,48,19,56,232068,19,75,3,53,1131,165,52,71,4,1,48,19,79,1,42,1134,176,49,35,4,1,48
0,125,3,53,1123,135,73,37,2,1,48,19,69,232068,19,56,2,50,1138,152,45,34,2,1,48,19,75,3,53,1131,165,52,71,4,1,48
4,126,0,47,1107,144,56,42,2,1,53,19,53,232068,19,69,3,53,1123,135,73,37,2,1,48,19,56,2,50,1138,152,45,34,2,1,48
0,127,4,54,1165,152,52,35,2,1,53,19,48,232068,19,53,0,47,1107,144,56,42,2,1,53,19,69,3,53,1123,135,73,37,2,1,48
5,128,0,52,1108,143,51,26,2,1,53,19,56,232068,19,48,4,54,1165,152,52,35,2,1,53,19,53,0,47,1107,144,56,42,2,1,53
2,129,5,55,1099,140,28,27,2,1,53,19,57,232068,19,56,0,52,1108,143,51,26,2,1,53,19,48,4,54,1165,152,52,35,2,1,53
3,130,2,43,1130,136,54,30,2,1,53,19,44,232068,19,57,5,55,1099,140,28,27,2,1,53,19,56,0,52,1108,143,51,26,2,1,53
0,131,3,49,1158,158,47,29,2,1,53,19,65,232068,19,44,2,43,1130,136,54,30,2,1,53,19,57,5,55,1099,140,28,27,2,1,53
3,132,0,40,1085,139,57,42,2,1,53,19,51,232068,19,65,3,49,1158,158,47,29,2,1,53,19,44,2,43,1130,136,54,30,2,1,53
2,133,3,33,1110,157,32,33,2,1,53,19,41,232068,19,51,0,40,1085,139,57,42,2,1,53,19,65,3,49,1158,158,47,29,2,1,53
2,134,2,49,1051,124,30,33,2,1,53,19,51,232068,19,41,3,33,1110,157,32,33,2,1,53,19,51,0,40,1085,139,57,42,2,1,53
1,135,2,30,1009,111,31,39,2,1,53,19,50,232068,19,51,2,49,1051,124,30,33,2,1,53,19,41,3,33,1110,157,32,33,2,1,53
0,136,1,39,1043,111,33,31,2,1,53,19,36,232068,19,50,2,30,1009,111,31,39,2,1,53,19,51,2,49,1051,124,30,33,2,1,53
2,137,0,32,982,85,34,27,2,1,58,19,37,232068,19,36,1,39,1043,111,33,31,2,1,53,19,50,2,30,1009,111,31,39,2,1,53
1,138,2,27,1043,129,45,22,2,1,58,19,28,232068,19,37,0,32,982,85,34,27,2,1,58,19,36,1,39,1043,111,33,31,2,1,53
4,139,1,24,1038,71,29,15,2,1,58,19,32,232068,19,28,2,27,1043,129,45,22,2,1,58,19,37,0,32,982,85,34,27,2,1,58
3,140,4,29,957,87,35,31,2,1,58,19,44,232068,19,32,1,24,1038,71,29,15,2,1,58,19,28,2,27,1043,129,45,22,2,1,58
1,141,3,20,1007,93,36,29,2,1,58,19,30,232068,19,44,4,29,957,87,35,31,2,1,58,19,32,1,24,1038,71,29,15,2,1,58
2,142,1,18,985,113,46,30,2,1,58,19,23,232068,19,30,3,20,1007,93,36,29,2,1,58,19,44,4,29,957,87,35,31,2,1,58
1,143,2,22,907,104,32,21,2,1,58,19,17,232068,19,23,1,18,985,113,46,30,2,1,58,19,30,3,20,1007,93,36,29,2,1,58
3,144,1,22,857,52,33,23,2,1,59,19,27,232068,19,17,2,22,907,104,32,21,2,1,58,19,23,1,18,985,113,46,30,2,1,58
6,120,4,71,1170,299,63,44,4,1,48,20,193,238210,20,222,5,72,1104,287,58,55,4,2,44,20,223,7,71,1165,306,66,48,4,1,44
6,121,6,72,1131,247,75,40,4,1,48,20,194,238210,20,193,4,71,1170,299,63,44,4,1,48,20,222,5,72,1104,287,58,55,4,2,44
4,122,6,73,1077,251,64,62,4,1,48,20,197,238210,20,194,6,72,1131,247,75,40,4,1,48,20,193,4,71,1170,299,63,44,4,1,48
9,123,4,100,1040,249,45,48,4,1,48,20,224,238210,20,197,6,73,1077,251,64,62,4,1,48,20,194,6,72,1131,247,75,40,4,1,48
6,124,9,73,1101,219,50,48,2,1,48,20,213,238210,20,224,4,100,1040,249,45,48,4,1,48,20,197,6,73,1077,251,64,62,4,1,48
6,125,6,96,1059,228,57,54,2,1,48,20,198,238210,20,213,9,73,1101,219,50,48,2,1,48,20,224,4,100,1040,249,45,48,4,1,48
6,126,6,88,1131,244,89,42,2,1,53,20,200,238210,20,198,6,96,1059,228,57,54,2,1,48,20,213,9,73,1101,219,50,48,2,1,48
12,127,6,86,1023,293,53,35,2,1,53,20,215,238210,20,200,6,88,1131,244,89,42,2,1,53,20,198,6,96,1059,228,57,54,2,1,48
17,128,12,99,1007,251,64,49,2,1,53,20,258,238210,20,215,6,86,1023,293,53,35,2,1,53,20,200,6,88,1131,244,89,42,2,1,53
7,129,17,93,1058,224,43,53,2,1,53,20,223,238210,20,258,12,99,1007,251,64,49,2,1,53,20,215,6,86,1023,293,53,35,2,1,53
9,130,7,56,1045,285,71,46,2,1,53,20,147,238210,20,223,17,93,1058,224,43,53,2,1,53,20,258,12,99,1007,251,64,49,2,1,53
5,131,9,46,1159,217,57,34,2,1,53,20,192,238210,20,147,7,56,1045,285,71,46,2,1,53,20,223,17,93,1058,224,43,53,2,1,53
3,132,5,55,1105,187,50,36,2,1,53,20,162,238210,20,192,9,46,1159,217,57,34,2,1,53,20,147,7,56,1045,285,71,46,2,1,53
3,133,3,51,1049,176,33,31,2,1,53,20,137,238210,20,162,5,55,1105,187,50,36,2,1,53,20,192,9,46,1159,217,57,34,2,1,53
5,134,3,28,1020,182,35,41,2,1,53,20,141,238210,20,137,3,51,1049,176,33,31,2,1,53,20,162,5,55,1105,187,50,36,2,1,53
6,135,5,42,1046,199,56,37,2,1,53,20,122,238210,20,141,3,28,1020,182,35,41,2,1,53,20,137,3,51,1049,176,33,31,2,1,53
3,136,6,40,1066,181,41,38,2,1,53,20,95,238210,20,122,5,42,1046,199,56,37,2,1,53,20,141,3,28,1020,182,35,41,2,1,53
10,137,3,29,939,186,53,34,2,1,58,20,98,238210,20,95,6,40,1066,181,41,38,2,1,53,20,122,5,42,1046,199,56,37,2,1,53
2,138,10,30,1026,195,33,28,2,1,58,20,102,238210,20,98,3,29,939,186,53,34,2,1,58,20,95,6,40,1066,181,41,38,2,1,53
5,139,2,33,1055,189,35,30,2,1,58,20,63,238210,20,102,10,30,1026,195,33,28,2,1,58,20,98,3,29,939,186,53,34,2,1,58
3,140,5,16,995,157,34,22,2,1,58,20,71,238210,20,63,2,33,1055,189,35,30,2,1,58,20,102,10,30,1026,195,33,28,2,1,58
3,141,3,25,952,149,48,31,2,1,58,20,58,238210,20,71,5,16,995,157,34,22,2,1,58,20,63,2,33,1055,189,35,30,2,1,58
2,142,3,29,978,136,22,30,2,1,58,20,48,238210,20,58,3,25,952,149,48,31,2,1,58,20,71,5,16,995,157,34,22,2,1,58
2,143,2,28,849,143,50,32,2,1,58,20,43,238210,20,48,3,29,978,136,22,30,2,1,58,20,58,3,25,952,149,48,31,2,1,58
0,144,2,11,868,105,31,28,2,1,59,20,28,238210,20,43,2,28,849,143,50,32,2,1,58,20,48,3,29,978,136,22,30,2,1,58
0,120,0,38,866,162,66,44,4,1,48,21,67,285105,21,86,4,28,830,155,63,30,4,2,44,21,72,1,33,896,166,58,34,4,1,44
3,121,0,42,840,162,52,44,4,1,48,21,78,285105,21,67,0,38,866,162,66,44,4,1,48,21,86,4,28,830,155,63,30,4,2,44
6,122,3,48,867,141,44,52,4,1,48,21,89,285105,21,78,0,42,840,162,52,44,4,1,48,21,67,0,38,866,162,66,44,4,1,48
2,123,6,64,918,141,73,36,4,1,48,21,86,285105,21,89,3,48,867,141,44,52,4,1,48,21,78,0,42,840,162,52,44,4,1,48
2,124,2,32,830,151,45,34,2,1,48,21,77,285105,21,86,6,64,918,141,73,36,4,1,48,21,89,3,48,867,141,44,52,4,1,48
4,125,2,44,843,140,50,37,2,1,48,21,77,285105,21,77,2,32,830,151,45,34,2,1,48,21,86,6,64,918,141,73,36,4,1,48
2,126,4,42,882,160,54,43,2,1,53,21,73,285105,21,77,2,44,843,140,50,37,2,1,48,21,77,2,32,830,151,45,34,2,1,48
2,127,2,32,857,146,41,37,2,1,53,21,89,285105,21,73,4,42,882,160,54,43,2,1,53,21,77,2,44,843,140,50,37,2,1,48
2,128,2,48,859,142,51,64,2,1,53,21,96,285105,21,89,2,32,857,146,41,37,2,1,53,21,73,4,42,882,160,54,43,2,1,53
1,129,2,51,844,161,59,37,2,1,53,21,70,285105,21,96,2,48,859,142,51,64,2,1,53,21,89,2,32,857,146,41,37,2,1,53
2,130,1,22,819,169,46,27,2,1,53,21,68,285105,21,70,2,51,844,161,59,37,2,1,53,21,96,2,48,859,142,51,64,2,1,53
1,131,2,25,864,127,59,28,2,1,53,21,75,285105,21,68,1,22,819,169,46,27,2,1,53,21,70,2,51,844,161,59,37,2,1,53
4,132,1,38,842,115,43,29,2,1,53,21,60,285105,21,75,2,25,864,127,59,28,2,1,53,21,68,1,22,819,169,46,27,2,1,53
3,133,4,31,851,139,31,33,2,1,53,21,53,285105,21,60,1,38,842,115,43,29,2,1,53,21,75,2,25,864,127,59,28,2,1,53
1,134,3,38,837,116,34,30,2,1,53,21,59,285105,21,53,4,31,851,139,31,33,2,1,53,21,60,1,38,842,115,43,29,2,1,53
0,135,1,25,855,100,34,24,2,1,53,21,72,285105,21,59,3,38,837,116,34,30,2,1,53,21,53,4,31,851,139,31,33,2,1,53
4,136,0,18,796,101,29,32,2,1,53,21,47,285105,21,72,1,25,855,100,34,24,2,1,53,21,59,3,38,837,116,34,30,2,1,53
3,137,4,24,813,108,37,32,2,1,58,21,51,285105,21,47,0,18,796,101,29,32,2,1,53,21,72,1,25,855,100,34,24,2,1,53
3,138,3,15,749,116,38,35,2,1,58,21,37,285105,21,51,4,24,813,108,37,32,2,1,58,21,47,0,18,796,101,29,32,2,1,53
1,139,3,21,772,95,29,24,2,1,58,21,38,285105,21,37,3,15,749,116,38,35,2,1,58,21,51,4,24,813,108,37,32,2,1,58
3,140,1,14,740,93,28,19,2,1,58,21,30,285105,21,38,3,21,772,95,29,24,2,1,58,21,37,3,15,749,116,38,35,2,1,58
1,141,3,13,736,100,36,30,2,1,58,21,53,285105,21,30,1,14,740,93,28,19,2,1,58,21,38,3,21,772,95,29,24,2,1,58
4,142,1,12,703,77,30,22,2,1,58,21,25,285105,21,53,3,13,736,100,36,30,2,1,58,21,30,1,14,740,93,28,19,2,1,58
0,143,4,11,652,88,26,13,2,1,58,21,23,285105,21,25,1,12,703,77,30,22,2,1,58,21,53,3,13,736,100,36,30,2,1,58
0,144,0,5,625,53,13,19,2,1,59,21,14,285105,21,23,4,11,652,88,26,13,2,1,58,21,25,1,12,703,77,30,22,2,1,58
25,120,25,32,749,199,65,36,4,1,48,22,60,173885,22,56,14,16,811,185,61,28,4,2,44,22,63,15,34,780,188,55,28,4,1,44
17,121,25,29,705,205,48,39,4,1,48,22,68,173885,22,60,25,32,749,199,65,36,4,1,48,22,56,14,16,811,185,61,28,4,2,44
14,122,17,41,791,191,43,38,4,1,48,22,57,173885,22,68,25,29,705,205,48,39,4,1,48,22,60,25,32,749,199,65,36,4,1,48
5,123,14,40,806,199,53,20,4,1,48,22,70,173885,22,57,17,41,791,191,43,38,4,1,48,22,68,25,29,705,205,48,39,4,1,48
16,124,5,18,842,197,70,35,2,1,48,22,58,173885,22,70,14,40,806,199,53,20,4,1,48,22,57,17,41,791,191,43,38,4,1,48
27,125,16,25,820,210,47,38,2,1,48,22,66,173885,22,58,5,18,842,197,70,35,2,1,48,22,70,14,40,806,199,53,20,4,1,48
15,126,27,17,761,180,66,21,2,1,53,22,57,173885,22,66,16,25,820,210,47,38,2,1,48,22,58,5,18,842,197,70,35,2,1,48
17,127,15,34,786,192,47,32,2,1,53,22,46,173885,22,57,27,17,761,180,66,21,2,1,53,22,66,16,25,820,210,47,38,2,1,48
13,128,17,48,754,196,43,13,2,1,53,22,43,173885,22,46,15,34,786,192,47,32,2,1,53,22,57,27,17,761,180,66,21,2,1,53
9,129,13,22,787,185,56,31,2,1,53,22,38,173885,22,43,17,48,754,196,43,13,2,1,53,22,46,15,34,786,192,47,32,2,1,53
16,130,9,30,733,173,49,25,2,1,53,22,30,173885,22,38,13,22,787,185,56,31,2,1,53,22,43,17,48,754,196,43,13,2,1,53
14,131,16,23,757,160,52,16,2,1,53,22,51,173885,22,30,9,30,733,173,49,25,2,1,53,22,38,13,22,787,185,56,31,2,1,53
17,132,14,25,722,164,42,24,2,1,53,22,47,173885,22,51,16,23,757,160,52,16,2,1,53,22,30,9,30,733,173,49,25,2,1,53
15,133,17,18,795,171,44,31,2,1,53,22,48,173885,22,47,14,25,722,164,42,24,2,1,53,22,51,16,23,757,160,52,16,2,1,53
20,134,15,27,779,143,38,20,2,1,53,22,39,173885,22,48,17,18,795,171,44,31,2,1,53,22,47,14,25,722,164,42,24,2,1,53
15,135,20,15,805,179,44,17,2,1,53,22,52,173885,22,39,15,27,779,143,38,20,2,1,53,22,48,17,18,795,171,44,31,2,1,53
8,136,15,18,742,178,59,26,2,1,53,22,35,173885,22,52,20,15,805,179,44,17,2,1,53,22,39,15,27,779,143,38,20,2,1,53
19,137,8,18,740,165,41,34,2,1,58,22,35,173885,22,35,15,18,742,178,59,26,2,1,53,22,52,20,15,805,179,44,17,2,1,53
7,138,19,15,720,140,50,31,2,1,58,22,46,173885,22,35,8,18,740,165,41,34,2,1,58,22,35,15,18,742,178,59,26,2,1,53
14,139,7,10,742,169,52,17,2,1,58,22,24,173885,22,46,19,15,720,140,50,31,2,1,58,22,35,8,18,740,165,41,34,2,1,58
14,140,14,13,666,158,31,24,2,1,58,22,38,173885,22,24,7,10,742,169,52,17,2,1,58,22,46,19,15,720,140,50,31,2,1,58
10,141,14,15,658,142,34,16,2,1,58,22,45,173885,22,38,14,13,666,158,31,24,2,1,58,22,24,7,10,742,169,52,17,2,1,58
3,142,10,23,692,151,36,12,2,1,58,22,39,173885,22,45,14,15,658,142,34,16,2,1,58,22,38,14,13,666,158,31,24,2,1,58
6,143,3,24,641,136,25,22,2,1,58,22,25,173885,22,39,10,23,692,151,36,12,2,1,58,22,45,14,15,658,142,34,16,2,1,58
11,144,6,21,684,106,31,15,2,1,59,22,23,173885,22,25,3,24,641,136,25,22,2,1,58,22,39,10,23,692,151,36,12,2,1,58
13,120,10,187,2928,1106,374,221,4,1,48,23,305,1711045,23,330,18,192,3009,1057,365,222,4,2,44,23,299,15,178,2894,1125,373,235,4,1,44
