out,in_time,in_gap_0,in_ordersAsDest_0,in_weather_0,in_temperature_0,in_pm25_0,in_lv1_0,in_lv2_0,in_lv3_0,in_lv4_0,in_area_0,in_totalOrders_0,in_poiCount,in_area_1,in_totalOrders_1,in_gap_1,in_ordersAsDest_1,in_weather_1,in_temperature_1,in_pm25_1,in_lv1_1,in_lv2_1,in_lv3_1,in_lv4_1,in_area_2,in_totalOrders_2,in_gap_2,in_ordersAsDest_2,in_weather_2,in_temperature_2,in_pm25_2,in_lv1_2,in_lv2_2,in_lv3_2,in_lv4_2
3,44,3,2,1,1,106,486,87,20,22,31,29,95201,31,4,0,3,2,1,106,395,66,10,13,31,7,0,0,2,1,106,417,52,17,6
6,45,3,2,1,1,106,559,66,24,23,31,22,95201,31,29,3,2,1,1,106,486,87,20,22,31,4,0,3,2,1,106,395,66,10,13
4,46,6,8,1,1,106,490,77,25,19,31,29,95201,31,22,3,2,1,1,106,559,66,24,23,31,29,3,2,1,1,106,486,87,20,22
3,47,4,9,1,1,106,542,71,22,19,31,27,95201,31,29,6,8,1,1,106,490,77,25,19,31,22,3,2,1,1,106,559,66,24,23
3,48,3,9,1,1,94,544,100,36,18,31,25,95201,31,27,4,9,1,1,106,542,71,22,19,31,29,6,8,1,1,106,490,77,25,19
18,49,3,6,1,1,94,521,97,37,17,31,34,95201,31,25,3,9,1,1,94,544,100,36,18,31,27,4,9,1,1,106,542,71,22,19
0,5,0,0,2,1,100,107,3,2,1,32,3,64325,32,0,0,1,2,1,102,105,5,3,1,32,2,1,0,2,1,102,168,8,3,1
0,6,0,0,2,1,100,127,8,4,0,32,0,64325,32,3,0,0,2,1,100,107,3,2,1,32,0,0,1,2,1,102,105,5,3,1
0,7,0,2,2,1,108,162,17,3,0,32,1,64325,32,0,0,0,2,1,100,127,8,4,0,32,3,0,0,2,1,100,107,3,2,1
0,8,0,3,2,1,108,148,3,0,1,32,0,64325,32,1,0,2,2,1,108,162,17,3,0,32,0,0,0,2,1,100,127,8,4,0
0,9,0,1,2,1,108,116,4,0,0,32,1,64325,32,0,0,3,2,1,108,148,3,0,1,32,1,0,2,2,1,108,162,17,3,0
0,10,0,0,2,0,108,123,1,2,0,32,0,64325,32,1,0,1,2,1,108,116,4,0,0,32,0,0,3,2,1,108,148,3,0,1
0,11,0,0,2,0,108,150,5,9,0,32,0,64325,32,0,0,0,2,0,108,123,1,2,0,32,1,0,1,2,1,108,116,4,0,0
0,12,0,0,2,0,108,110,8,1,0,32,1,64325,32,0,0,0,2,0,108,150,5,9,0,32,0,0,0,2,0,108,123,1,2,0
0,13,0,2,2,0,108,87,2,2,0,32,1,64325,32,1,0,0,2,0,108,110,8,1,0,32,0,0,0,2,0,108,150,5,9,0
0,14,0,1,2,0,108,77,2,0,0,32,0,64325,32,1,0,2,2,0,108,87,2,2,0,32,1,0,0,2,0,108,110,8,1,0
0,15,0,0,2,0,108,83,5,1,2,32,0,64325,32,0,0,1,2,0,108,77,2,0,0,32,1,0,2,2,0,108,87,2,2,0
2,16,0,0,2,0,108,62,6,2,1,32,0,64325,32,0,0,0,2,0,108,83,5,1,2,32,0,0,1,2,0,108,77,2,0,0
1,17,2,4,2,1,108,51,7,0,1,32,2,64325,32,0,0,0,2,0,108,62,6,2,1,32,0,0,0,2,0,108,83,5,1,2
0,18,1,0,2,0,106,39,2,1,0,32,1,64325,32,2,2,4,2,1,108,51,7,0,1,32,0,0,0,2,0,108,62,6,2,1
0,19,0,0,2,1,106,27,2,0,1,32,0,64325,32,1,1,0,2,0,106,39,2,1,0,32,2,2,4,2,1,108,51,7,0,1
0,20,0,0,2,1,106,34,2,6,2,32,0,64325,32,0,0,0,2,1,106,27,2,0,1,32,1,1,0,2,0,106,39,2,1,0
0,21,0,0,2,1,106,31,2,0,0,32,0,64325,32,0,0,0,2,1,106,34,2,6,2,32,0,0,0,2,1,106,27,2,0,1
0,22,0,1,2,1,106,71,2,0,0,32,0,64325,32,0,0,0,2,1,106,31,2,0,0,32,0,0,0,2,1,106,34,2,6,2
0,23,0,1,2,1,106,88,4,4,0,32,1,64325,32,0,0,1,2,1,106,71,2,0,0,32,0,0,0,2,1,106,31,2,0,0
1,24,0,0,2,1,107,68,0,0,0,32,0,64325,32,1,0,1,2,1,106,88,4,4,0,32,0,0,1,2,1,106,71,2,0,0
0,25,1,2,2,1,107,48,2,3,0,32,1,64325,32,0,0,0,2,1,107,68,0,0,0,32,1,0,1,2,1,106,88,4,4,0
0,26,0,0,2,1,107,76,4,1,0,32,0,64325,32,1,1,2,2,1,107,48,2,3,0,32,0,0,0,2,1,107,68,0,0,0
0,27,0,0,2,1,107,69,3,0,1,32,0,64325,32,0,0,0,2,1,107,76,4,1,0,32,1,1,2,2,1,107,48,2,3,0
0,28,0,0,2,1,107,45,1,0,0,32,0,64325,32,0,0,0,2,1,107,69,3,0,1,32,0,0,0,2,1,107,76,4,1,0
0,29,0,0,2,1,107,50,1,2,0,32,0,64325,32,0,0,0,2,1,107,45,1,0,0,32,0,0,0,2,1,107,69,3,0,1
0,30,0,0,2,1,107,53,1,0,0,32,0,64325,32,0,0,0,2,1,107,50,1,2,0,32,0,0,0,2,1,107,45,1,0,0
0,31,0,0,2,1,112,20,0,0,2,32,0,64325,32,0,0,0,2,1,107,53,1,0,0,32,0,0,0,2,1,107,50,1,2,0
0,32,0,0,2,1,112,23,2,0,0,32,0,64325,32,0,0,0,2,1,112,20,0,0,2,32,0,0,0,2,1,107,53,1,0,0
0,33,0,0,2,1,112,14,0,1,0,32,0,64325,32,0,0,0,2,1,112,23,2,0,0,32,0,0,0,2,1,112,20,0,0,2
0,34,0,0,2,1,112,33,1,0,0,32,0,64325,32,0,0,0,2,1,112,14,0,1,0,32,0,0,0,2,1,112,23,2,0,0
0,35,0,0,2,1,112,27,2,0,0,32,0,64325,32,0,0,0,2,1,112,33,1,0,0,32,0,0,0,2,1,112,14,0,1,0
0,36,0,0,2,1,110,40,1,0,0,32,0,64325,32,0,0,0,2,1,112,27,2,0,0,32,0,0,0,2,1,112,33,1,0,0
0,37,0,0,2,1,110,28,0,0,0,32,0,64325,32,0,0,0,2,1,110,40,1,0,0,32,0,0,0,2,1,112,27,2,0,0
0,38,0,0,2,1,110,51,1,1,0,32,1,64325,32,0,0,0,2,1,110,28,0,0,0,32,0,0,0,2,1,110,40,1,0,0
0,39,0,0,2,1,110,61,3,1,0,32,0,64325,32,1,0,0,2,1,110,51,1,1,0,32,0,0,0,2,1,110,28,0,0,0
0,40,0,0,2,1,110,50,4,0,0,32,0,64325,32,0,0,0,2,1,110,61,3,1,0,32,1,0,0,2,1,110,51,1,1,0
0,41,0,0,2,1,110,63,3,0,0,32,0,64325,32,0,0,0,2,1,110,50,4,0,0,32,0,0,0,2,1,110,61,3,1,0
0,42,0,1,2,1,106,56,9,0,4,32,1,64325,32,0,0,0,2,1,110,63,3,0,0,32,0,0,0,2,1,110,50,4,0,0
1,43,0,3,2,1,106,77,2,2,0,32,1,64325,32,1,0,1,2,1,106,56,9,0,4,32,0,0,0,2,1,110,63,3,0,0
0,44,1,4,1,1,106,59,6,0,0,32,3,64325,32,1,0,3,2,1,106,77,2,2,0,32,1,0,1,2,1,106,56,9,0,4
0,45,0,3,1,1,106,166,10,0,0,32,0,64325,32,3,1,4,1,1,106,59,6,0,0,32,1,0,3,2,1,106,77,2,2,0
0,46,0,1,1,1,106,158,21,5,13,32,2,64325,32,0,0,3,1,1,106,166,10,0,0,32,3,1,4,1,1,106,59,6,0,0
0,47,0,3,1,1,106,127,21,15,3,32,4,64325,32,2,0,1,1,1,106,158,21,5,13,32,0,0,3,1,1,106,166,10,0,0
0,48,0,3,1,1,94,168,32,10,5,32,4,64325,32,4,0,3,1,1,106,127,21,15,3,32,2,0,1,1,1,106,158,21,5,13
4,49,0,5,1,1,94,150,29,16,5,32,6,64325,32,4,0,3,1,1,94,168,32,10,5,32,4,0,3,1,1,106,127,21,15,3
0,5,0,0,2,1,100,181,21,2,7,33,1,102256,33,4,2,1,2,1,102,167,27,6,3,33,4,0,3,2,1,102,246,35,17,3
0,6,0,0,2,1,100,179,27,1,4,33,2,102256,33,1,0,0,2,1,100,181,21,2,7,33,4,2,1,2,1,102,167,27,6,3
0,7,0,1,2,1,108,177,26,8,4,33,1,102256,33,2,0,0,2,1,100,179,27,1,4,33,1,0,0,2,1,100,181,21,2,7
0,8,0,2,2,1,108,177,26,5,8,33,1,102256,33,1,0,1,2,1,108,177,26,8,4,33,2,0,0,2,1,100,179,27,1,4
0,9,0,0,2,1,108,142,18,5,13,33,0,102256,33,1,0,2,2,1,108,177,26,5,8,33,1,0,1,2,1,108,177,26,8,4
0,10,0,2,2,0,108,148,26,3,6,33,0,102256,33,0,0,0,2,1,108,142,18,5,13,33,1,0,2,2,1,108,177,26,5,8
0,11,0,3,2,0,108,93,15,3,9,33,0,102256,33,0,0,2,2,0,108,148,26,3,6,33,0,0,0,2,1,108,142,18,5,13
0,12,0,1,2,0,108,115,21,13,5,33,0,102256,33,0,0,3,2,0,108,93,15,3,9,33,0,0,2,2,0,108,148,26,3,6
0,13,0,2,2,0,108,128,26,3,6,33,0,102256,33,0,0,1,2,0,108,115,21,13,5,33,0,0,3,2,0,108,93,15,3,9
0,14,0,1,2,0,108,118,29,4,2,33,1,102256,33,0,0,2,2,0,108,128,26,3,6,33,0,0,1,2,0,108,115,21,13,5
0,15,0,0,2,0,108,69,14,6,2,33,2,102256,33,1,0,1,2,0,108,118,29,4,2,33,0,0,2,2,0,108,128,26,3,6
0,16,0,0,2,0,108,97,22,6,3,33,0,102256,33,2,0,0,2,0,108,69,14,6,2,33,1,0,1,2,0,108,118,29,4,2
1,17,0,2,2,1,108,103,25,5,8,33,0,102256,33,0,0,0,2,0,108,97,22,6,3,33,2,0,0,2,0,108,69,14,6,2
0,18,1,2,2,0,106,81,19,1,1,33,1,102256,33,0,0,2,2,1,108,103,25,5,8,33,0,0,0,2,0,108,97,22,6,3
0,19,0,0,2,1,106,82,4,0,2,33,0,102256,33,1,1,2,2,0,106,81,19,1,1,33,0,0,2,2,1,108,103,25,5,8
1,20,0,1,2,1,106,78,8,0,7,33,0,102256,33,0,0,0,2,1,106,82,4,0,2,33,1,1,2,2,0,106,81,19,1,1
0,21,1,0,2,1,106,45,5,1,4,33,1,102256,33,0,0,1,2,1,106,78,8,0,7,33,0,0,0,2,1,106,82,4,0,2
1,22,0,1,2,1,106,55,9,2,4,33,0,102256,33,1,1,0,2,1,106,45,5,1,4,33,0,0,1,2,1,106,78,8,0,7
0,23,1,0,2,1,106,88,9,2,0,33,2,102256,33,0,0,1,2,1,106,55,9,2,4,33,1,1,0,2,1,106,45,5,1,4
0,24,0,0,2,1,107,79,3,1,11,33,1,102256,33,2,1,0,2,1,106,88,9,2,0,33,0,0,1,2,1,106,55,9,2,4
2,25,0,0,2,1,107,74,13,2,3,33,0,102256,33,1,0,0,2,1,107,79,3,1,11,33,2,1,0,2,1,106,88,9,2,0
0,26,2,0,2,1,107,60,5,2,2,33,2,102256,33,0,0,0,2,1,107,74,13,2,3,33,1,0,0,2,1,107,79,3,1,11
0,27,0,1,2,1,107,42,4,4,3,33,1,102256,33,2,2,0,2,1,107,60,5,2,2,33,0,0,0,2,1,107,74,13,2,3
0,28,0,0,2,1,107,62,2,1,2,33,0,102256,33,1,0,1,2,1,107,42,4,4,3,33,2,2,0,2,1,107,60,5,2,2
0,29,0,0,2,1,107,51,10,4,5,33,0,102256,33,0,0,0,2,1,107,62,2,1,2,33,1,0,1,2,1,107,42,4,4,3
0,30,0,0,2,1,107,62,2,3,1,33,0,102256,33,0,0,0,2,1,107,51,10,4,5,33,0,0,0,2,1,107,62,2,1,2
0,31,0,0,2,1,112,96,17,4,3,33,0,102256,33,0,0,0,2,1,107,62,2,3,1,33,0,0,0,2,1,107,51,10,4,5
0,32,0,1,2,1,112,93,16,3,4,33,0,102256,33,0,0,0,2,1,112,96,17,4,3,33,0,0,0,2,1,107,62,2,3,1
0,33,0,0,2,1,112,69,4,3,2,33,0,102256,33,0,0,1,2,1,112,93,16,3,4,33,0,0,0,2,1,112,96,17,4,3
0,34,0,0,2,1,112,91,16,4,3,33,1,102256,33,0,0,0,2,1,112,69,4,3,2,33,0,0,1,2,1,112,93,16,3,4
0,35,0,0,2,1,112,129,22,7,5,33,1,102256,33,1,0,0,2,1,112,91,16,4,3,33,0,0,0,2,1,112,69,4,3,2
0,36,0,0,2,1,110,76,21,6,4,33,0,102256,33,1,0,0,2,1,112,129,22,7,5,33,1,0,0,2,1,112,91,16,4,3
1,37,0,0,2,1,110,63,15,8,6,33,1,102256,33,0,0,0,2,1,110,76,21,6,4,33,1,0,0,2,1,112,129,22,7,5
0,38,1,0,2,1,110,100,13,3,5,33,1,102256,33,1,0,0,2,1,110,63,15,8,6,33,0,0,0,2,1,110,76,21,6,4
0,39,0,1,2,1,110,111,14,10,11,33,0,102256,33,1,1,0,2,1,110,100,13,3,5,33,1,0,0,2,1,110,63,15,8,6
2,40,0,1,2,1,110,145,50,10,6,33,0,102256,33,0,0,1,2,1,110,111,14,10,11,33,1,1,0,2,1,110,100,13,3,5
0,41,2,2,2,1,110,151,26,14,3,33,4,102256,33,0,0,1,2,1,110,145,50,10,6,33,0,0,1,2,1,110,111,14,10,11
0,42,0,0,2,1,106,180,38,4,8,33,6,102256,33,4,2,2,2,1,110,151,26,14,3,33,0,0,1,2,1,110,145,50,10,6
1,43,0,0,2,1,106,163,41,10,14,33,7,102256,33,6,0,0,2,1,106,180,38,4,8,33,4,2,2,2,1,110,151,26,14,3
0,44,1,5,1,1,106,149,68,11,8,33,8,102256,33,7,0,0,2,1,106,163,41,10,14,33,6,0,0,2,1,106,180,38,4,8
1,45,0,2,1,1,106,242,57,13,16,33,7,102256,33,8,1,5,1,1,106,149,68,11,8,33,7,0,0,2,1,106,163,41,10,14
0,46,1,3,1,1,106,277,66,15,14,33,15,102256,33,7,0,2,1,1,106,242,57,13,16,33,8,1,5,1,1,106,149,68,11,8
0,47,0,5,1,1,106,278,66,23,28,33,8,102256,33,15,1,3,1,1,106,277,66,15,14,33,7,0,2,1,1,106,242,57,13,16
0,48,0,3,1,1,94,298,95,49,14,33,10,102256,33,8,0,5,1,1,106,278,66,23,28,33,15,1,3,1,1,106,277,66,15,14
0,49,0,5,1,1,94,291,87,22,19,33,15,102256,33,10,0,3,1,1,94,298,95,49,14,33,8,0,5,1,1,106,278,66,23,28
0,5,0,3,2,1,100,210,23,3,2,34,1,80427,34,0,0,1,2,1,102,167,19,5,0,34,0,0,0,2,1,102,165,26,5,2
1,6,0,1,2,1,100,152,25,3,0,34,0,80427,34,1,0,3,2,1,100,210,23,3,2,34,0,0,1,2,1,102,167,19,5,0
0,7,1,0,2,1,108,167,29,4,3,34,2,80427,34,0,0,1,2,1,100,152,25,3,0,34,1,0,3,2,1,100,210,23,3,2
0,8,0,1,2,1,108,156,20,7,2,34,0,80427,34,2,1,0,2,1,108,167,29,4,3,34,0,0,1,2,1,100,152,25,3,0
0,9,0,1,2,1,108,140,17,4,1,34,0,80427,34,0,0,1,2,1,108,156,20,7,2,34,2,1,0,2,1,108,167,29,4,3
0,10,0,0,2,0,108,93,15,2,0,34,0,80427,34,0,0,1,2,1,108,140,17,4,1,34,0,0,1,2,1,108,156,20,7,2
0,11,0,2,2,0,108,87,14,7,1,34,0,80427,34,0,0,0,2,0,108,93,15,2,0,34,0,0,1,2,1,108,140,17,4,1
0,12,0,0,2,0,108,107,17,6,2,34,0,80427,34,0,0,2,2,0,108,87,14,7,1,34,0,0,0,2,0,108,93,15,2,0
0,13,0,0,2,0,108,124,25,3,2,34,1,80427,34,0,0,0,2,0,108,107,17,6,2,34,0,0,2,2,0,108,87,14,7,1
0,14,0,1,2,0,108,133,10,6,6,34,0,80427,34,1,0,0,2,0,108,124,25,3,2,34,0,0,0,2,0,108,107,17,6,2
0,15,0,0,2,0,108,147,23,4,2,34,1,80427,34,0,0,1,2,0,108,133,10,6,6,34,1,0,0,2,0,108,124,25,3,2
0,16,0,0,2,0,108,129,16,5,0,34,0,80427,34,1,0,0,2,0,108,147,23,4,2,34,0,0,1,2,0,108,133,10,6,6
0,17,0,0,2,1,108,112,19,6,1,34,0,80427,34,0,0,0,2,0,108,129,16,5,0,34,1,0,0,2,0,108,147,23,4,2
0,18,0,0,2,0,106,95,23,7,0,34,0,80427,34,0,0,0,2,1,108,112,19,6,1,34,0,0,0,2,0,108,129,16,5,0
0,19,0,0,2,1,106,69,1,3,1,34,0,80427,34,0,0,0,2,0,106,95,23,7,0,34,0,0,0,2,1,108,112,19,6,1
0,20,0,1,2,1,106,89,9,2,0,34,0,80427,34,0,0,0,2,1,106,69,1,3,1,34,0,0,0,2,0,106,95,23,7,0
0,21,0,1,2,1,106,98,17,2,1,34,0,80427,34,0,0,1,2,1,106,89,9,2,0,34,0,0,0,2,1,106,69,1,3,1
1,22,0,0,2,1,106,91,16,5,0,34,0,80427,34,0,0,1,2,1,106,98,17,2,1,34,0,0,1,2,1,106,89,9,2,0
0,23,1,0,2,1,106,120,19,1,1,34,1,80427,34,0,0,0,2,1,106,91,16,5,0,34,0,0,1,2,1,106,98,17,2,1
1,24,0,0,2,1,107,87,8,6,4,34,0,80427,34,1,1,0,2,1,106,120,19,1,1,34,0,0,0,2,1,106,91,16,5,0
1,25,1,0,2,1,107,53,7,0,0,34,1,80427,34,0,0,0,2,1,107,87,8,6,4,34,1,1,0,2,1,106,120,19,1,1
0,26,1,0,2,1,107,42,16,0,1,34,1,80427,34,1,1,0,2,1,107,53,7,0,0,34,0,0,0,2,1,107,87,8,6,4
0,27,0,1,2,1,107,76,7,1,2,34,0,80427,34,1,1,0,2,1,107,42,16,0,1,34,1,1,0,2,1,107,53,7,0,0
0,28,0,0,2,1,107,59,7,4,0,34,0,80427,34,0,0,1,2,1,107,76,7,1,2,34,1,1,0,2,1,107,42,16,0,1
0,29,0,0,2,1,107,112,1,1,1,34,0,80427,34,0,0,0,2,1,107,59,7,4,0,34,0,0,1,2,1,107,76,7,1,2
0,30,0,0,2,1,107,80,8,0,0,34,0,80427,34,0,0,0,2,1,107,112,1,1,1,34,0,0,0,2,1,107,59,7,4,0
0,31,0,0,2,1,112,74,5,3,0,34,0,80427,34,0,0,0,2,1,107,80,8,0,0,34,0,0,0,2,1,107,112,1,1,1
1,32,0,0,2,1,112,121,9,2,0,34,0,80427,34,0,0,0,2,1,112,74,5,3,0,34,0,0,0,2,1,107,80,8,0,0
0,33,1,0,2,1,112,116,6,5,3,34,1,80427,34,0,0,0,2,1,112,121,9,2,0,34,0,0,0,2,1,112,74,5,3,0
0,34,0,0,2,1,112,89,20,5,0,34,0,80427,34,1,1,0,2,1,112,116,6,5,3,34,0,0,0,2,1,112,121,9,2,0
0,35,0,0,2,1,112,102,7,4,1,34,0,80427,34,0,0,0,2,1,112,89,20,5,0,34,1,1,0,2,1,112,116,6,5,3
0,36,0,1,2,1,110,108,12,1,1,34,0,80427,34,0,0,0,2,1,112,102,7,4,1,34,0,0,0,2,1,112,89,20,5,0
0,37,0,0,2,1,110,86,17,1,5,34,1,80427,34,0,0,1,2,1,110,108,12,1,1,34,0,0,0,2,1,112,102,7,4,1
0,38,0,0,2,1,110,166,21,7,3,34,1,80427,34,1,0,0,2,1,110,86,17,1,5,34,0,0,1,2,1,110,108,12,1,1
0,39,0,1,2,1,110,169,28,4,1,34,0,80427,34,1,0,0,2,1,110,166,21,7,3,34,1,0,0,2,1,110,86,17,1,5
0,40,0,0,2,1,110,159,17,2,2,34,3,80427,34,0,0,1,2,1,110,169,28,4,1,34,1,0,0,2,1,110,166,21,7,3
0,41,0,0,2,1,110,162,19,3,4,34,0,80427,34,3,0,0,2,1,110,159,17,2,2,34,0,0,1,2,1,110,169,28,4,1
0,42,0,2,2,1,106,192,39,10,7,34,0,80427,34,0,0,0,2,1,110,162,19,3,4,34,3,0,0,2,1,110,159,17,2,2
0,43,0,1,2,1,106,240,25,5,3,34,1,80427,34,0,0,2,2,1,106,192,39,10,7,34,0,0,0,2,1,110,162,19,3,4
0,44,0,0,1,1,106,230,43,9,6,34,4,80427,34,1,0,1,2,1,106,240,25,5,3,34,0,0,2,2,1,106,192,39,10,7
0,45,0,3,1,1,106,213,31,10,11,34,7,80427,34,4,0,0,1,1,106,230,43,9,6,34,1,0,1,2,1,106,240,25,5,3
0,46,0,6,1,1,106,209,38,9,4,34,9,80427,34,7,0,3,1,1,106,213,31,10,11,34,4,0,0,1,1,106,230,43,9,6
2,47,0,2,1,1,106,236,56,13,10,34,10,80427,34,9,0,6,1,1,106,209,38,9,4,34,7,0,3,1,1,106,213,31,10,11
0,48,2,3,1,1,94,239,39,18,4,34,10,80427,34,10,0,2,1,1,106,236,56,13,10,34,9,0,6,1,1,106,209,38,9,4
3,49,0,6,1,1,94,228,36,17,13,34,9,80427,34,10,2,3,1,1,94,239,39,18,4,34,10,0,2,1,1,106,236,56,13,10
3,5,0,1,2,1,100,133,10,9,5,35,3,64823,35,5,0,3,2,1,102,155,9,5,5,35,2,0,7,2,1,102,151,21,4,3
0,6,3,1,2,1,100,214,6,3,0,35,5,64823,35,3,0,1,2,1,100,133,10,9,5,35,5,0,3,2,1,102,155,9,5,5
0,7,0,0,2,1,108,163,8,2,1,35,1,64823,35,5,3,1,2,1,100,214,6,3,0,35,3,0,1,2,1,100,133,10,9,5
1,8,0,1,2,1,108,136,13,4,6,35,1,64823,35,1,0,0,2,1,108,163,8,2,1,35,5,3,1,2,1,100,214,6,3,0
0,9,1,2,2,1,108,131,13,2,2,35,2,64823,35,1,0,1,2,1,108,136,13,4,6,35,1,0,0,2,1,108,163,8,2,1
0,10,0,1,2,0,108,115,11,0,1,35,0,64823,35,2,1,2,2,1,108,131,13,2,2,35,1,0,1,2,1,108,136,13,4,6
0,11,0,0,2,0,108,109,4,1,1,35,1,64823,35,0,0,1,2,0,108,115,11,0,1,35,2,1,2,2,1,108,131,13,2,2
0,12,0,0,2,0,108,92,11,1,5,35,0,64823,35,1,0,0,2,0,108,109,4,1,1,35,0,0,1,2,0,108,115,11,0,1
0,13,0,2,2,0,108,122,7,0,0,35,0,64823,35,0,0,0,2,0,108,92,11,1,5,35,1,0,0,2,0,108,109,4,1,1
1,14,0,1,2,0,108,123,6,1,0,35,0,64823,35,0,0,2,2,0,108,122,7,0,0,35,0,0,0,2,0,108,92,11,1,5
1,15,1,0,2,0,108,132,19,2,1,35,2,64823,35,0,0,1,2,0,108,123,6,1,0,35,0,0,2,2,0,108,122,7,0,0
0,16,1,1,2,0,108,105,10,0,0,35,4,64823,35,2,1,0,2,0,108,132,19,2,1,35,0,0,1,2,0,108,123,6,1,0
1,17,0,0,2,1,108,142,7,10,1,35,0,64823,35,4,1,1,2,0,108,105,10,0,0,35,2,1,0,2,0,108,132,19,2,1
0,18,1,0,2,0,106,107,8,6,3,35,1,64823,35,0,0,0,2,1,108,142,7,10,1,35,4,1,1,2,0,108,105,10,0,0
0,19,0,0,2,1,106,63,2,1,0,35,0,64823,35,1,1,0,2,0,106,107,8,6,3,35,0,0,0,2,1,108,142,7,10,1
0,20,0,0,2,1,106,61,2,2,0,35,0,64823,35,0,0,0,2,1,106,63,2,1,0,35,1,1,0,2,0,106,107,8,6,3
0,21,0,1,2,1,106,72,0,3,3,35,0,64823,35,0,0,0,2,1,106,61,2,2,0,35,0,0,0,2,1,106,63,2,1,0
0,22,0,0,2,1,106,57,6,1,4,35,0,64823,35,0,0,1,2,1,106,72,0,3,3,35,0,0,0,2,1,106,61,2,2,0
0,23,0,0,2,1,106,82,14,1,0,35,0,64823,35,0,0,0,2,1,106,57,6,1,4,35,0,0,1,2,1,106,72,0,3,3
0,24,0,0,2,1,107,103,0,0,0,35,0,64823,35,0,0,0,2,1,106,82,14,1,0,35,0,0,0,2,1,106,57,6,1,4
0,25,0,0,2,1,107,29,16,0,8,35,0,64823,35,0,0,0,2,1,107,103,0,0,0,35,0,0,0,2,1,106,82,14,1,0
0,26,0,0,2,1,107,40,2,2,2,35,0,64823,35,0,0,0,2,1,107,29,16,0,8,35,0,0,0,2,1,107,103,0,0,0
0,27,0,0,2,1,107,59,13,0,3,35,0,64823,35,0,0,0,2,1,107,40,2,2,2,35,0,0,0,2,1,107,29,16,0,8
0,28,0,0,2,1,107,62,2,0,2,35,0,64823,35,0,0,0,2,1,107,59,13,0,3,35,0,0,0,2,1,107,40,2,2,2
0,29,0,0,2,1,107,49,3,1,0,35,0,64823,35,0,0,0,2,1,107,62,2,0,2,35,0,0,0,2,1,107,59,13,0,3
0,30,0,0,2,1,107,58,1,0,0,35,0,64823,35,0,0,0,2,1,107,49,3,1,0,35,0,0,0,2,1,107,62,2,0,2
0,31,0,0,2,1,112,52,5,0,1,35,0,64823,35,0,0,0,2,1,107,58,1,0,0,35,0,0,0,2,1,107,49,3,1,0
0,32,0,1,2,1,112,60,4,0,1,35,0,64823,35,0,0,0,2,1,112,52,5,0,1,35,0,0,0,2,1,107,58,1,0,0
1,33,0,0,2,1,112,78,12,4,1,35,0,64823,35,0,0,1,2,1,112,60,4,0,1,35,0,0,0,2,1,112,52,5,0,1
0,34,1,0,2,1,112,44,8,0,1,35,1,64823,35,0,0,0,2,1,112,78,12,4,1,35,0,0,1,2,1,112,60,4,0,1
0,35,0,1,2,1,112,65,8,1,1,35,0,64823,35,1,1,0,2,1,112,44,8,0,1,35,0,0,0,2,1,112,78,12,4,1
0,36,0,0,2,1,110,64,15,2,2,35,1,64823,35,0,0,1,2,1,112,65,8,1,1,35,1,1,0,2,1,112,44,8,0,1
1,37,0,0,2,1,110,131,4,4,0,35,0,64823,35,1,0,0,2,1,110,64,15,2,2,35,0,0,1,2,1,112,65,8,1,1
0,38,1,0,2,1,110,116,8,3,2,35,2,64823,35,0,0,0,2,1,110,131,4,4,0,35,1,0,0,2,1,110,64,15,2,2
0,39,0,1,2,1,110,88,12,2,20,35,1,64823,35,2,1,0,2,1,110,116,8,3,2,35,0,0,0,2,1,110,131,4,4,0
0,40,0,0,2,1,110,62,20,0,3,35,1,64823,35,1,0,1,2,1,110,88,12,2,20,35,2,1,0,2,1,110,116,8,3,2
1,41,0,3,2,1,110,132,13,2,5,35,6,64823,35,1,0,0,2,1,110,62,20,0,3,35,1,0,1,2,1,110,88,12,2,20
0,42,1,2,2,1,106,121,15,0,2,35,2,64823,35,6,0,3,2,1,110,132,13,2,5,35,1,0,0,2,1,110,62,20,0,3
0,43,0,4,2,1,106,200,8,2,1,35,4,64823,35,2,1,2,2,1,106,121,15,0,2,35,6,0,3,2,1,110,132,13,2,5
0,44,0,3,1,1,106,197,16,4,5,35,5,64823,35,4,0,4,2,1,106,200,8,2,1,35,2,1,2,2,1,106,121,15,0,2
0,45,0,4,1,1,106,222,39,4,1,35,5,64823,35,5,0,3,1,1,106,197,16,4,5,35,4,0,4,2,1,106,200,8,2,1
0,46,0,9,1,1,106,276,15,13,6,35,4,64823,35,5,0,4,1,1,106,222,39,4,1,35,5,0,3,1,1,106,197,16,4,5
0,47,0,16,1,1,106,264,27,13,10,35,17,64823,35,4,0,9,1,1,106,276,15,13,6,35,5,0,4,1,1,106,222,39,4,1
2,48,0,10,1,1,94,274,56,9,10,35,9,64823,35,17,0,16,1,1,106,264,27,13,10,35,4,0,9,1,1,106,276,15,13,6
0,49,2,17,1,1,94,320,57,15,12,35,25,64823,35,9,0,10,1,1,94,274,56,9,10,35,17,0,16,1,1,106,264,27,13,10
0,5,2,4,2,1,100,189,24,10,4,36,5,43824,36,15,10,3,2,1,102,176,13,10,3,36,10,4,5,2,1,102,214,19,6,7
